"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3219472";"";"None";"189.01";"0";"1.73";"BF15";"C/C(Br)=C1\C=CC(=O)O1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3224757";"Antagonist activity at Pseudomonas aeruginosa PAO1 LasR expressing lasI coexpressing LVA-GFP at 100 to 200 uM after 24 hrs by fluorescence assay";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3217670";"1";"Scientific Literature";"Medchemcomm";"2013";"None";"";"";"";""
"CHEMBL3596497";"";"None";"294.43";"1";"5.25";"8";"CCCCCCCCCCCCOc1cc(C)oc(=O)c1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3598701";"Inhibition of LasR in Pseudomonas aeruginosa PA14 assessed as reduction in rhlB gene expression at 10 uM by RT-qPCR method";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3596092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL3596497";"";"None";"294.43";"1";"5.25";"8";"CCCCCCCCCCCCOc1cc(C)oc(=O)c1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3598700";"Inhibition of LasR in Pseudomonas aeruginosa PA14 assessed as reduction in rhlA gene expression at 10 uM by RT-qPCR method";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3596092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL3596499";"";"None";"322.49";"1";"6.03";"10";"CCCCCCCCCCCCCCOc1cc(C)oc(=O)c1";"Inhibition";"'='";"6.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3598628";"Inhibition of LasR in Pseudomonas aeruginosa PA14 assessed as reduction in biofilm formation at 1 to 1000 uM incubated at 37 degC for 24 hrs by crystal violet staining based static biofilm formation assay";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3596092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"6.0"
"CHEMBL3596497";"";"None";"294.43";"1";"5.25";"8";"CCCCCCCCCCCCOc1cc(C)oc(=O)c1";"Inhibition";"'='";"11.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3598628";"Inhibition of LasR in Pseudomonas aeruginosa PA14 assessed as reduction in biofilm formation at 1 to 1000 uM incubated at 37 degC for 24 hrs by crystal violet staining based static biofilm formation assay";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3596092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"11.0"
"CHEMBL259352";"";"None";"227.30";"0";"1.78";"A3";"CCCCCCCC(=O)N[C@H]1CCOC1=O";"Inhibition";"'>='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL921546";"Inhibition of Pseudomonas aeruginosa LasR";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1142409";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"50.0"
"CHEMBL405299";"";"None";"298.14";"0";"1.42";"C8";"O=C(Cc1cccc(Br)c1)N[C@H]1CCOC1=O";"Inhibition";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL921546";"Inhibition of Pseudomonas aeruginosa LasR";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1142409";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"50.0"
"CHEMBL1814831";"";"None";"215.32";"0";"1.72";"20";"CCCCCC(=O)N[C@H]1CCSC1=O";"Inhibition";"'='";"-23.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1815983";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of OdDHL-induced quorum sensing activation at 10 uM after 8 hrs by beta-galactosidase reporter gene assay relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811864";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-23.0"
"CHEMBL1812089";"";"None";"311.41";"0";"3.04";"33";"O=C(Cc1ccc(-c2ccccc2)cc1)N[C@H]1CCSC1=O";"Inhibition";"'='";"-43.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1815983";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of OdDHL-induced quorum sensing activation at 10 uM after 8 hrs by beta-galactosidase reporter gene assay relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811864";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-43.0"
"CHEMBL3596498";"";"None";"308.46";"1";"5.64";"9";"CCCCCCCCCCCCCOc1cc(C)oc(=O)c1";"Inhibition";"'='";"6.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3598628";"Inhibition of LasR in Pseudomonas aeruginosa PA14 assessed as reduction in biofilm formation at 1 to 1000 uM incubated at 37 degC for 24 hrs by crystal violet staining based static biofilm formation assay";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3596092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"6.0"
"CHEMBL3421666";"";"None";"581.17";"1";"3.52";"25";"O=C(Cc1cc(Br)cc(Br)c1OC(=O)CCN1C(=O)C=CC1=O)Nc1ccccc1[N+](=O)[O-]";"Inhibition";"'='";"98.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3425153";"Antagonist activity at Pseudomonas aeruginosa LasR expressed in Escherichia coli BL21 DE3 at 100 uM after 4 to 6 hrs by GFP reporter gene assay relative to Br-HSL";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";"98.0"
"CHEMBL3421664";"";"None";"563.59";"1";"3.56";"17";"O=C(CCl)NCC(=O)Oc1c(Br)cc(Br)cc1CC(=O)Nc1ccccc1[N+](=O)[O-]";"Inhibition";"'='";"91.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3425153";"Antagonist activity at Pseudomonas aeruginosa LasR expressed in Escherichia coli BL21 DE3 at 100 uM after 4 to 6 hrs by GFP reporter gene assay relative to Br-HSL";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";"91.0"
"CHEMBL3596497";"";"None";"294.43";"1";"5.25";"8";"CCCCCCCCCCCCOc1cc(C)oc(=O)c1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3598698";"Inhibition of LasR in Pseudomonas aeruginosa PA14 assessed as reduction in lasI gene expression at 10 uM by RT-qPCR method";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3596092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL3596497";"";"None";"294.43";"1";"5.25";"8";"CCCCCCCCCCCCOc1cc(C)oc(=O)c1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3598697";"Inhibition of LasR in Pseudomonas aeruginosa PA14 assessed as reduction in lasB gene expression at 10 uM by RT-qPCR method";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3596092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL1812098";"";"None";"256.26";"0";"2.78";"42";"O=C(Cc1cccc([N+](=O)[O-])c1)Nc1ccccc1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1816110";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of N-(3-oxo)-dodecanoyl HL-induced quorum sensing activation at 10 uM relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811866";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"0.0"
"CHEMBL3421669";"";"None";"595.20";"1";"3.66";"28";"O=C(CCCN1C(=O)C=CC1=O)Oc1c(Br)cc(Br)cc1CNC(=O)c1ccccc1[N+](=O)[O-]";"Inhibition";"";"";"%";"";"";"Dose-dependent effect";"UO_0000187";"";"";"";"";"0";"CHEMBL3425160";"Antagonist activity at LasR in Pseudomonas aeruginosa PA14 assessed as decrease in pyocyanin level in cell-free supernatants after 12 hrs";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL1812117";"";"None";"321.32";"0";"2.52";"30";"CCOC(=O)CNC(=O)Cc1ccc(SC(F)(F)F)cc1";"Inhibition";"'='";"-27.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1816110";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of N-(3-oxo)-dodecanoyl HL-induced quorum sensing activation at 10 uM relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811866";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-27.0"
"CHEMBL3421666";"";"None";"581.17";"1";"3.52";"25";"O=C(Cc1cc(Br)cc(Br)c1OC(=O)CCN1C(=O)C=CC1=O)Nc1ccccc1[N+](=O)[O-]";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3425157";"Irreversible antagonist activity at Pseudomonas aeruginosa LasR expressed in Escherichia coli BL21 DE3 at 10 to 50 uM after 4 to 6 hrs by GFP reporter gene assay in presence of LasR agonist 3-oxo-C12HSL";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL3421669";"";"None";"595.20";"1";"3.66";"28";"O=C(CCCN1C(=O)C=CC1=O)Oc1c(Br)cc(Br)cc1CNC(=O)c1ccccc1[N+](=O)[O-]";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3425205";"Antagonist activity at LasR in Pseudomonas aeruginosa PA14 assessed as inhibition of static biofilm biomass grown in defined media at 12.5 to 25 uM after 36 hrs SYTO-9 nucleic acid staining-based confocal microscopic analysis";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL3596497";"";"None";"294.43";"1";"5.25";"8";"CCCCCCCCCCCCOc1cc(C)oc(=O)c1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3598710";"Inhibition of LasR in Pseudomonas aeruginosa PA14 assessed as reduction in phzE1 gene expression at 10 uM by RT-qPCR method";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3596092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL4285384";"";"None";"198.25";"0";"1.57";"30";"NC(=O)SCNc1ccccc1O";"Inhibition";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4260305";"Antagonist activity at Pseudomonas aeruginosa LasR expressed in Pseudomonas putida F117 assessed as inhibition of 3-oxo-C12-HSL-induced protein activation at 20 uM after 4 hrs by fluorescence assay relative to control";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL4257562";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"50.0"
"CHEMBL1812105";"";"None";"321.44";"0";"4.54";"17";"CCCCCCCCCC(=O)CC(=O)NCc1ccccc1F";"Inhibition";"'='";"13.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1816110";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of N-(3-oxo)-dodecanoyl HL-induced quorum sensing activation at 10 uM relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811866";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"13.0"
"CHEMBL1812093";"";"None";"248.28";"0";"2.20";"36";"O=C(Cc1cccc([N+](=O)[O-])c1)NC1CCCC1";"Inhibition";"'='";"-5.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1816110";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of N-(3-oxo)-dodecanoyl HL-induced quorum sensing activation at 10 uM relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811866";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-5.0"
"CHEMBL264944";"";"None";"312.16";"0";"1.81";"B7";"O=C(CCc1ccc(Br)cc1)N[C@H]1CCOC1=O";"Inhibition";"'>='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL921546";"Inhibition of Pseudomonas aeruginosa LasR";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1142409";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"50.0"
"CHEMBL259441";"";"None";"295.34";"0";"2.33";"C18";"O=C(Cc1ccc(-c2ccccc2)cc1)N[C@H]1CCOC1=O";"Inhibition";"'='";"20.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL921546";"Inhibition of Pseudomonas aeruginosa LasR";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1142409";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"20.0"
"CHEMBL4440009";"";"None";"455.95";"0";"3.38";"4";"O=C(c1cn(CCCNCc2ccc(Oc3ccc(Cl)cc3)cc2)nn1)N1CCOCC1";"Inhibition";"'='";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4315989";"Inhibition of Pseudomonas aeruginosa PAO1 LasR transfected with lasB-GFP at 10 uM measured after 12 hrs by fluorescence based microtiter plate reader method relative to control";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL4312019";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"";"";"30.0"
"CHEMBL3116447";"";"None";"267.90";"0";"2.45";"BF8";"CC1=C(Br)/C(=C\Br)OC1=O";"Inhibition";"'='";"46.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3118160";"Antagonist activity at LasR in Pseudomonas aeruginosa PAO1 expressing LasI assessed as inhibition of GFP production at 50 to 300 uM after 24 hrs by fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3112522";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"46.0"
"CHEMBL3116448";"";"None";"201.02";"0";"1.87";"5-BBF";"O=C1C=C2CCC(Br)=C2O1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3118160";"Antagonist activity at LasR in Pseudomonas aeruginosa PAO1 expressing LasI assessed as inhibition of GFP production at 50 to 300 uM after 24 hrs by fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3112522";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";""
"CHEMBL4589017";"";"None";"304.35";"0";"3.01";"6a";"O=C(CCCC(=O)c1cccc([N+](=O)[O-])c1)NC1CCCC1";"Inhibition";"'='";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4315989";"Inhibition of Pseudomonas aeruginosa PAO1 LasR transfected with lasB-GFP at 10 uM measured after 12 hrs by fluorescence based microtiter plate reader method relative to control";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL4312019";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"";"";"30.0"
"CHEMBL3116447";"";"None";"267.90";"0";"2.45";"BF8";"CC1=C(Br)/C(=C\Br)OC1=O";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3224757";"Antagonist activity at Pseudomonas aeruginosa PAO1 LasR expressing lasI coexpressing LVA-GFP at 100 to 200 uM after 24 hrs by fluorescence assay";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3217670";"1";"Scientific Literature";"Medchemcomm";"2013";"None";"";"";"";""
"CHEMBL1818524";"";"None";"299.48";"0";"4.06";"23";"CCCCCCCCCCCC(=O)N[C@H]1CCSC1=O";"Inhibition";"'='";"-11.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1815983";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of OdDHL-induced quorum sensing activation at 10 uM after 8 hrs by beta-galactosidase reporter gene assay relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811864";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-11.0"
"CHEMBL1812085";"";"None";"265.33";"0";"1.39";"28";"COc1ccc(CC(=O)NC2CCSC2=O)cc1";"Inhibition";"'='";"-18.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1815983";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of OdDHL-induced quorum sensing activation at 10 uM after 8 hrs by beta-galactosidase reporter gene assay relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811864";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-18.0"
"CHEMBL3421669";"";"None";"595.20";"1";"3.66";"28";"O=C(CCCN1C(=O)C=CC1=O)Oc1c(Br)cc(Br)cc1CNC(=O)c1ccccc1[N+](=O)[O-]";"Inhibition";"";"";"%";"";"";"Dose-dependent effect";"UO_0000187";"";"";"";"";"0";"CHEMBL3425167";"Antagonist activity at LasR in Pseudomonas aeruginosa PA14 assessed as inhibition of overall static biofilm biomass grown in rich media after 36 hrs SYTO-9 nucleic acid staining-based confocal microscopic analysis";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL3116449";"";"None";"215.05";"0";"2.26";"6-BBF";"O=C1C=C2CCCC(Br)=C2O1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3118162";"Antagonist activity at LasR in Pseudomonas aeruginosa PAO1 expressing LasI assessed as inhibition of GFP production at 50 to 150 uM after 24 hrs by fluorescence assay";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3112522";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";""
